"","p0Fitted","kgFitted","Tg1Fitted","Tg2Fitted","khFitted","ThFitted","type","freq","rss"
"299",100.5,5,21.1,14.9,0.77,27.2,"saddle",1,86.4792972660342
"301",100.1,1.68,38.5,6.3,1.04,41.1,"minimum",1,7.8185931574314
"306",100.1,1.68,38.2,6.4,1.04,40.7,"saddle",1,1.22468593903711
"310",100.1,1.67,40,6.3,1.04,43.2,"minimum",1,8.05505835897211
"313",100.6,5,20.3,14.4,0.8,24.2,"saddle",1,84.5360939045919
"318",100.1,1.68,38.2,6.4,1.04,40.6,"saddle",1,0.567210920015088
"321",100.1,1.67,40.4,6.3,1.04,43.9,"minimum",1,7.11270001550632
"322",100.1,1.69,32.3,6.4,1.04,31.3,"saddle",1,0.617591055553936
"323",100.1,1.69,36.4,6.4,1.04,38,"saddle",1,0.653861295110957
"327",100,1.55,28.4,5.9,1.05,22.6,"minimum",1,1.73951314902619
"328",100.6,5,20.5,14.5,0.79,25,"saddle",1,98.7661555703183
"333",100.5,5,19.3,14.1,0.81,19.7,"saddle",1,73.1237707477165
"334",100.5,5,20.3,14.5,0.79,24.2,"saddle",1,82.4812277870084
"337",100.1,1.68,37.1,6.4,1.04,39,"saddle",1,6.0046152504312
"338",100.1,1.68,37.2,6.4,1.04,39.2,"saddle",1,7.68783336526861
"339",100.1,1.67,40.1,6.3,1.04,43.5,"minimum",1,2.84577580127869
"340",100.7,5,19.2,14,0.83,19.8,"saddle",1,92.9743441291281
"341",100.1,1.67,40.3,6.3,1.04,43.8,"minimum",1,4.17087921496238
"342",100.5,5,20.7,14.7,0.78,25.8,"saddle",1,84.8837403831295
"345",100.1,1.67,40.3,6.3,1.04,43.6,"minimum",1,14.927662752252
"348",100.7,5,19.2,14,0.83,19.1,"saddle",1,83.8465114667725
"349",100.1,1.68,37.2,6.4,1.04,39,"saddle",1,1.06014456202749
"354",100.1,1.67,39.3,6.3,1.04,42.2,"minimum",1,1.43775285991229
"357",100.1,1.69,32.8,6.4,1.04,32,"saddle",1,1.64489438443615
"359",100.1,1.67,38.9,6.3,1.04,41.6,"minimum",1,0.583838094194789
"361",100.1,1.66,41,6.3,1.04,44.8,"minimum",1,0.649254117979663
"362",100.1,1.67,39.5,6.3,1.04,42.6,"minimum",1,0.715732611838981
"363",100.1,1.67,39.4,6.3,1.04,42.4,"minimum",1,0.97469245019488
"364",100.1,1.66,41.2,6.3,1.04,45.1,"minimum",1,0.367428254355922
"365",100.1,1.69,36.7,6.4,1.04,38.3,"saddle",1,4.13131962982909
"366",100.1,1.65,42.6,6.2,1.04,46.9,"minimum",1,10.6815576841343
"369",100.1,1.69,36.5,6.4,1.04,38.1,"saddle",1,0.812957956940658
"370",100.1,1.69,36.9,6.4,1.04,38.7,"saddle",1,2.02216504723319
"371",100.6,5,20.5,14.5,0.8,24.9,"saddle",1,82.4423045985384
"372",100.1,1.68,37.6,6.4,1.04,39.8,"saddle",1,4.3559156550838
"375",100.1,1.66,40.5,6.3,1.04,44.1,"minimum",1,4.26362647170111
"376",100.1,1.69,36.4,6.4,1.04,37.8,"saddle",1,4.14535869706484
"377",100.1,1.69,32.4,6.4,1.04,31.4,"saddle",1,0.88289425190023
"378",100.1,1.69,35.9,6.4,1.04,37,"saddle",1,3.070777674247
"379",100.1,1.69,36.2,6.4,1.04,37.7,"saddle",1,0.942571710087029
"380",100.1,1.65,41.9,6.2,1.04,46.1,"minimum",1,0.884662090106936
"381",100.6,5,19.8,14.2,0.81,22,"saddle",1,81.9220933105231
"382",100.1,1.69,32.9,6.4,1.04,32.4,"saddle",1,3.69705176470929
