"","p0Fitted","kgFitted","Tg1Fitted","Tg2Fitted","khFitted","ThFitted","type","freq","rss"
"77",99.9,1.05,28.6,4.5,1.03,13.5,"saddle",3,3.29598760533592
"87",100.1,5,19.1,14.7,0.76,15.3,"saddle",3,19.5358421668707
"159",100.1,1.69,31.9,6.3,1.05,30.5,"saddle",3,0.230528524243614
"295",100,1.49,27.9,5.7,1.05,21.1,"minimum",3,3.97935771670556
"308",100.1,1.64,44.2,6.1,1.05,49.4,"minimum",3,2.83338034835412
"313",100.1,1.69,37.7,6.3,1.05,39.8,"saddle",3,0.53349368457987
"383",100.1,1.68,38.5,6.3,1.05,41.1,"minimum",3,2.53236952521732
"385",100.1,1.68,38.8,6.3,1.05,41.4,"minimum",3,0.330591783168288
"402",100.1,1.68,38.1,6.3,1.05,40.5,"saddle",3,3.91141099037238
"448",100.1,1.68,38.4,6.3,1.05,40.8,"saddle",3,0.784922149526513
"451",100.1,1.68,39.5,6.3,1.05,42.6,"minimum",3,0.419863043755193
"454",100.1,1.67,39.7,6.3,1.05,42.9,"minimum",3,7.47857878388185
"460",100.1,1.7,34.9,6.4,1.05,35.4,"saddle",3,0.354484380427365
"508",100.1,1.64,44.5,6.1,1.05,49.6,"minimum",3,0.120716714653993
"517",100.1,1.67,40.8,6.2,1.05,44.5,"minimum",3,0.268432592052963
"526",100.1,1.67,40.8,6.2,1.05,44.4,"minimum",3,0.611895895087946
"30",100.1,5,19.8,14.5,0.76,21.5,"saddle",2,22.2763022347291
"61",100.1,5,19.1,14.5,0.76,16.6,"saddle",2,19.3983304729629
"63",100.1,5,19.3,14.4,0.76,18.6,"saddle",2,19.1832355011109
"64",100.1,5,19.1,14.9,0.75,13.8,"saddle",2,24.8835849595137
"93",100.1,5,19.4,14.4,0.76,18.9,"saddle",2,23.3885884781017
"108",100,5,20.5,14.8,0.74,24.4,"saddle",2,20.2527433665079
"117",100.1,5,19.1,14.5,0.76,16.5,"saddle",2,19.9644493348901
"119",100.1,5,19.6,14.4,0.76,20.5,"saddle",2,19.3834766561286
"158",100.1,1.69,32,6.3,1.05,30.6,"saddle",2,0.390757177322655
"174",99.5,5,23.3,16.6,0.64,35.4,"saddle",2,36.0093535886125
"177",100,5,20.2,14.6,0.75,23.1,"saddle",2,22.8986571445768
"202",100.1,5,19.5,14.4,0.76,20,"saddle",2,19.4539214376345
"211",100.1,5,19.1,15,0.75,13.5,"saddle",2,19.4596600562423
"231",100.1,1.7,35.7,6.4,1.05,36.9,"saddle",2,1.5609887969723
"233",100.1,1.69,36.3,6.4,1.05,37.6,"saddle",2,2.86798865087426
"239",100,1.55,28.3,5.9,1.05,22.5,"minimum",2,0.95804677621992
"243",100.1,1.69,31.8,6.3,1.05,30.4,"saddle",2,0.38860371093398
"250",100.1,1.66,42.1,6.2,1.05,46.4,"minimum",2,0.722886261584297
"294",100.1,1.69,32.4,6.3,1.05,31.5,"saddle",2,2.30103309788853
"343",100.1,1.7,34.4,6.4,1.05,34.6,"saddle",2,0.362225658353086
"372",100,1.55,28.3,5.9,1.05,22.4,"minimum",2,0.148240280140119
"404",100.1,1.69,31.8,6.3,1.05,30.3,"saddle",2,0.319697625843963
"439",100.1,1.69,37.9,6.3,1.05,40.2,"saddle",2,0.264194368512103
"461",99,5,25.4,18.4,0.54,45.2,"saddle",2,45.414013769092
"466",100.1,1.68,39.5,6.3,1.05,42.4,"minimum",2,0.589754528816881
"472",100.1,1.66,41.2,6.2,1.05,45.1,"minimum",2,4.0726673439015
"477",100.1,1.67,39.6,6.3,1.05,42.6,"minimum",2,4.09032047394231
"482",98.7,5,26.3,19.2,0.5,50,"saddle",2,51.7172493383208
"487",100.1,1.69,37.4,6.3,1.05,39.3,"saddle",2,0.53566223295362
"500",100.1,1.65,43.5,6.2,1.05,48.4,"minimum",2,1.89523889202865
"506",98.8,5,26.1,19.1,0.51,49.2,"saddle",2,47.5299921458781
"523",100.1,1.66,41.5,6.2,1.05,45.3,"minimum",2,0.24230190144326
"10",100.1,5,19.1,14.5,0.76,16.2,"saddle",1,26.1022701937325
"22",100.1,5,19.3,14.4,0.76,18,"saddle",1,31.737804025988
"37",100.1,5,19.1,14.7,0.76,15.5,"saddle",1,21.1958126431473
"54",100.1,5,19.1,14.8,0.75,14.4,"saddle",1,26.8200535601819
"55",100.1,5,19.1,14.6,0.76,16.1,"saddle",1,20.2255286938128
"68",100.1,5,19.1,14.7,0.76,15.2,"saddle",1,19.8394288908941
"72",100.1,5,19.1,14.7,0.75,15,"saddle",1,29.1773609464479
"73",100.1,5,19.6,14.4,0.76,20.3,"saddle",1,21.6591476741626
"78",100,5,20.3,14.7,0.75,23.8,"saddle",1,25.3383511265914
"79",100.1,5,20,14.6,0.75,22.3,"saddle",1,20.1412978153572
"82",100,5,20.4,14.7,0.75,24,"saddle",1,20.3045997302237
"84",100,5,20.3,14.7,0.75,23.5,"saddle",1,20.4269126492902
"86",100,5,20.7,14.9,0.73,25.4,"saddle",1,20.921954574724
"96",100.1,5,20.2,14.6,0.75,23.3,"saddle",1,21.6262978222709
"99",100.1,5,19.7,14.5,0.76,21.1,"saddle",1,29.9458478916667
"100",100,5,20.4,14.7,0.74,24.3,"saddle",1,20.9484428589593
"106",100.1,5,19.1,14.7,0.76,15,"saddle",1,22.7264640464775
"107",100.1,5,19.1,14.7,0.76,15.4,"saddle",1,19.9888199820363
"109",100,5,19.2,15.1,0.75,13.3,"saddle",1,19.5900736298997
"111",100,5,21.1,15.1,0.72,27.1,"saddle",1,22.7712557589136
"113",100.1,5,19.1,15,0.75,13.7,"saddle",1,20.7332805887147
"115",100.1,5,19.1,14.7,0.76,14.9,"saddle",1,25.3149808100513
"116",100.1,5,19.1,14.5,0.76,16.4,"saddle",1,21.2687762500175
"118",99.9,5,21,15.1,0.72,26.3,"saddle",1,21.5203481201587
"120",100,5,20.4,14.7,0.74,24.2,"saddle",1,22.0231627769575
"121",99.8,5,21.8,15.6,0.69,29.7,"saddle",1,23.8068156293006
"122",99.9,5,21.3,15.2,0.72,27.5,"saddle",1,25.2270784643933
"123",100,5,20,14.6,0.75,22.5,"saddle",1,26.080255153039
"125",99.7,5,22.8,16.3,0.66,33.5,"saddle",1,27.3560731542298
"126",100,5,19.1,15,0.75,13.7,"saddle",1,22.6302173662671
"127",99.9,5,21.5,15.3,0.71,28.4,"saddle",1,32.6022227542169
"128",99.9,5,21.4,15.3,0.71,28.2,"saddle",1,22.6932639885196
"132",100,5,20.7,14.9,0.73,25.2,"saddle",1,22.6229494084607
"133",99.9,5,20.9,15,0.73,26.2,"saddle",1,21.9812358507575
"134",100,5,20.5,14.7,0.74,24.4,"saddle",1,36.9405566786965
"135",100.1,5,19.1,14.8,0.76,14.8,"saddle",1,20.6694676937454
"136",99.3,5,23.9,17.2,0.6,37.9,"saddle",1,34.2286124123357
"141",99.9,5,21.3,15.2,0.72,27.8,"saddle",1,22.3542732025622
"145",100.1,5,19.1,14.9,0.75,14,"saddle",1,20.6895550735126
"149",100,5,19.9,14.5,0.75,21.9,"saddle",1,20.4951985040809
"150",100,5,21,15,0.73,26.4,"saddle",1,27.7520706105977
"152",100.1,5,19.5,14.4,0.77,20,"saddle",1,24.2148793977112
"163",99.9,5,21.3,15.2,0.72,27.6,"saddle",1,23.7747226449401
"169",100,5,20.3,14.7,0.74,23.7,"saddle",1,20.016534372415
"170",99.7,5,22.7,16.2,0.66,33.3,"saddle",1,27.7754240202655
"171",99.8,5,21.9,15.7,0.69,30.2,"saddle",1,29.5775808730177
"173",99.6,5,22.8,16.3,0.65,33.6,"saddle",1,28.9528165741024
"176",100.1,5,19.7,14.5,0.76,20.7,"saddle",1,20.2111171021606
"190",100.1,5,19.5,14.4,0.76,19.8,"saddle",1,19.5554743417446
"191",100,5,20.4,14.8,0.74,24,"saddle",1,22.8299621584008
"194",99.8,5,22.1,15.8,0.69,30.8,"saddle",1,27.2545766136083
"201",100.1,5,19.2,14.5,0.76,17.2,"saddle",1,19.4659120942945
"207",100.1,1.69,31.6,6.3,1.05,30,"saddle",1,0.273711492546196
"214",100.1,1.69,31.9,6.3,1.05,30.4,"saddle",1,0.714089206979242
"216",100.1,1.7,32.5,6.4,1.05,31.5,"saddle",1,0.375436344408671
"228",100.1,5,19.1,14.6,0.76,16.3,"saddle",1,23.8493024297771
"229",99.6,5,23.2,16.6,0.64,35.1,"saddle",1,29.4782988898572
"244",100.1,5,20.1,14.6,0.75,22.8,"saddle",1,19.7296732378588
"246",99.8,5,22,15.7,0.69,30.4,"saddle",1,24.5571403778202
"247",100.1,5,19.1,15.1,0.76,13.1,"saddle",1,26.2036768703905
"267",99.9,5,22.3,19.2,1.03,4.2,"minimum",1,2.32565830214695
"268",99.5,5,23.3,16.7,0.64,35.7,"saddle",1,35.9020121276273
"269",99.4,5,23.8,17.1,0.61,37.8,"saddle",1,31.8233123740334
"281",100.1,1.69,36.9,6.3,1.05,38.7,"saddle",1,0.909746538475045
"285",99.5,5,23.7,17,0.62,37.4,"saddle",1,31.6690813573707
"286",99.3,5,24,17.3,0.6,38.6,"saddle",1,34.2328736400666
"288",99.8,5,21.2,15.2,0.71,27.3,"saddle",1,22.2461377733794
"289",99.4,5,24,17.2,0.61,38.5,"saddle",1,33.237795594088
"290",99.2,5,24.6,17.8,0.58,41.4,"saddle",1,45.4321305980971
"296",99.2,5,24.6,17.7,0.58,41.2,"saddle",1,37.8294745315269
"297",99.7,5,22.5,16.1,0.67,32.5,"saddle",1,29.5610733057476
"304",100.1,1.69,32.4,6.4,1.05,31.3,"saddle",1,2.63164511267607
"306",100.1,5,19.9,14.5,0.75,21.8,"saddle",1,24.5005456409257
"307",100,5,21.2,15.1,0.73,27.1,"saddle",1,27.9845737868662
"314",100,5,21.1,15.1,0.73,26.8,"saddle",1,21.6608076689572
"315",100.1,1.69,36.7,6.4,1.05,38.2,"saddle",1,1.88703951785388
"317",100.1,5,19.2,14.4,0.76,17.9,"saddle",1,19.3301981180401
"326",99.8,5,22.1,15.8,0.69,31,"saddle",1,31.0646665702331
"327",99.9,5,21.1,15.2,0.72,26.9,"saddle",1,29.382560221409
"337",100.1,5,20,14.6,0.75,22.1,"saddle",1,19.5919956292872
"338",99,5,25.8,18.8,0.53,47.1,"saddle",1,43.2552003062822
"342",100.1,5,19.2,14.5,0.76,17.6,"saddle",1,23.3104578389345
"358",100.1,5,19.5,14.4,0.76,19.4,"saddle",1,27.9610236773274
"363",100.1,1.69,32.4,6.4,1.05,31.5,"saddle",1,8.34617696698817
"367",100.1,5,19.7,14.4,0.76,20.7,"saddle",1,28.8626993707641
"368",100.1,5,19.3,14.4,0.76,18.3,"saddle",1,22.2693845192467
"371",100.1,5,19.4,14.4,0.76,19.1,"saddle",1,19.9266915614384
"387",100,5,20.5,14.8,0.74,24.6,"saddle",1,21.4209134577771
"388",99.9,5,21.5,15.4,0.71,28.5,"saddle",1,24.6437637759421
"390",100.2,5,19.6,14.4,0.76,20.4,"saddle",1,22.0106849402306
"391",99.9,1.05,28.5,4.6,1.03,13.6,"saddle",1,0.938944470680404
"394",100.1,5,19.5,14.4,0.76,19.9,"saddle",1,19.1650739515357
"401",99.9,5,20.8,15,0.73,25.7,"saddle",1,25.363489246259
"403",100,5,20.4,14.8,0.74,24.1,"saddle",1,24.9043685478253
"410",100.1,5,19.6,14.4,0.76,20.2,"saddle",1,23.8078515992014
"411",99.8,5,22.3,15.9,0.68,31.5,"saddle",1,26.7622616498448
"423",99.1,5,24.6,17.8,0.57,41.4,"saddle",1,36.3415109506692
"431",100.1,1.7,36,6.4,1.05,37.3,"saddle",1,0.5683933977182
"438",99,5,25.3,18.3,0.55,44.6,"saddle",1,40.6472081391408
"441",99.1,5,24.8,18,0.57,42.5,"saddle",1,59.1900265131629
"445",99,5,25.2,18.3,0.55,44.4,"saddle",1,43.2518990674088
"446",99.7,5,22.8,16.3,0.66,33.7,"saddle",1,28.7179738693088
"447",99,5,25.3,18.3,0.55,44.7,"saddle",1,40.2664898110039
"455",100.1,1.69,32.2,6.3,1.05,30.9,"saddle",1,0.487983182245414
"457",100.1,1.69,37.8,6.3,1.05,40.1,"saddle",1,0.298000357398728
"458",100.1,1.65,42.6,6.2,1.05,46.9,"minimum",1,2.41715392019573
"463",100.1,1.68,38.5,6.3,1.05,41,"minimum",1,1.10122944116254
"464",100.1,1.69,31.9,6.3,1.05,30.6,"saddle",1,0.707031860789315
"468",100.1,1.7,35.6,6.4,1.05,36.5,"saddle",1,0.452353056197211
"469",99.9,5,21,15.1,0.72,26.5,"saddle",1,21.6334840636555
"470",99.8,5,22.1,15.8,0.69,30.9,"saddle",1,28.9559037915378
"474",99.6,5,22.6,16.1,0.66,32.5,"saddle",1,40.5508750351175
"475",99.8,5,21.6,15.5,0.7,28.9,"saddle",1,26.6253933915579
"480",100.1,5,19.8,14.5,0.76,21.4,"saddle",1,20.6382534943984
"481",99.9,5,21.4,15.3,0.72,28.2,"saddle",1,26.3067810067631
"483",100.1,5,20,14.6,0.75,22.5,"saddle",1,23.170169123696
"485",100.1,5,19.9,14.5,0.75,21.9,"saddle",1,22.3401951955142
"489",100.1,1.67,40.3,6.3,1.05,43.8,"minimum",1,4.51462229899277
"491",100.1,5,19.7,14.5,0.76,21,"saddle",1,26.5262908718906
"492",100.1,5,19.5,14.4,0.76,19.3,"saddle",1,31.7862381943017
"493",100.1,5,19.2,14.4,0.76,17.7,"saddle",1,21.4342824040602
"496",100,5,20.4,14.7,0.74,23.9,"saddle",1,28.7181233498083
"497",100.1,1.69,36.9,6.3,1.05,38.6,"saddle",1,0.269951745552393
"498",99.8,5,21.8,15.6,0.69,29.8,"saddle",1,23.910546812369
"499",99.9,5,21.8,15.5,0.7,29.5,"saddle",1,35.5116691093629
"501",99.9,5,21.6,15.4,0.71,28.8,"saddle",1,23.8968369127915
"502",99.9,5,21.5,15.4,0.71,28.4,"saddle",1,23.5054539010906
"503",100.1,5,19.1,14.7,0.75,15.8,"saddle",1,22.5597417958548
"504",100.1,5,20,14.6,0.75,22.6,"saddle",1,25.6082185104386
"511",94.7,5,30.5,27.1,0.01,49.6,"saddle",1,205.465341672393
"512",94.3,5,29,25.7,0.01,36.1,"saddle",1,180.567207808127
"513",98.7,5,26.2,19.2,0.5,49.9,"saddle",1,46.2954818404759
"514",100.1,1.67,39.9,6.3,1.05,43.2,"minimum",1,6.41610644421974
"515",98.8,5,26.1,19.1,0.51,48.9,"saddle",1,45.3365463335829
"516",100.1,1.65,42.8,6.2,1.05,47.4,"minimum",1,5.54297627935099
"518",98.7,5,26.3,19.2,0.5,49.9,"saddle",1,52.8083508232715
"519",99.7,5,22.7,16.2,0.67,33.2,"saddle",1,28.8555767855708
"520",98.8,5,26.2,19.2,0.51,49.7,"saddle",1,55.6162249492266
"521",100.1,1.66,42.4,6.2,1.05,46.6,"minimum",1,0.892741447330804
"522",99.2,5,25,18.1,0.57,43.3,"saddle",1,48.3956039009179
"524",100.1,1.65,43.9,6.1,1.05,48.8,"minimum",1,2.33427536548908
"525",100.1,1.69,37.6,6.3,1.05,39.8,"saddle",1,0.430373131204613
"527",100.1,1.65,43.8,6.2,1.05,48.6,"minimum",1,0.307068239705916
"528",100.1,1.65,44,6.2,1.05,49,"minimum",1,0.180080872828066
"529",100.1,5,19.2,14.5,0.76,17.1,"saddle",1,20.3118020334577
"530",100.1,5,19.3,14.4,0.76,18.4,"saddle",1,20.5349497883527
"531",99.8,5,21.5,15.4,0.71,28.5,"saddle",1,26.91867491132
"532",99.8,5,21.8,15.6,0.7,29.5,"saddle",1,25.1499650522186
"533",100.1,1.68,39.3,6.3,1.05,42.3,"minimum",1,0.678057341271231
"534",99.8,5,21.6,15.5,0.7,28.7,"saddle",1,23.8621281096004
"535",100.1,5,20.2,14.6,0.75,23.1,"saddle",1,25.667139807255
"536",100.1,1.65,43.1,6.2,1.05,47.6,"minimum",1,0.733332343467991
"537",100,5,19.4,14.5,0.75,19.2,"saddle",1,27.0409990472592
"538",99.4,5,23.6,16.9,0.62,36.8,"saddle",1,32.4321472872148
"539",100.1,1.67,40.1,6.3,1.05,43.5,"minimum",1,5.42715682802194
"540",100.1,1.69,37,6.4,1.05,38.9,"saddle",1,6.10012841572557
"541",100.1,1.7,35.4,6.4,1.05,36.2,"saddle",1,0.363792222250561
"542",100.1,1.67,40.8,6.3,1.05,44.5,"minimum",1,1.83035530041429
"543",99.9,5,21.3,15.3,0.71,27.9,"saddle",1,26.1744233738628
"544",99.6,5,23.1,16.5,0.65,34.6,"saddle",1,28.5083681139163
"545",96.6,5,33.2,30.1,0.01,37.6,"saddle",1,271.539191988638
